,Sample,Compound,APE,Plasma_Glutamine_APE,Condition,FC_Gln_Substrate,Tissue
6,7,a-ketoglutarate,0.038367840024941854,0.10979942568510855,Sedentary,0.34943570775111493,tumor
7,8,a-ketoglutarate,0.023996019087613653,0.06888971763403963,Exercise,0.3483251189253938,tumor
8,9,a-ketoglutarate,0.035125070006607105,0.07486253314563235,Sedentary,0.46919424885446026,tumor
9,10,a-ketoglutarate,0.028288407868980986,0.06796373840095314,Exercise,0.41622795529717743,tumor
10,11,a-ketoglutarate,0.02429291429377458,0.09491749002750353,Sedentary,0.2559371754008182,tumor
11,12,a-ketoglutarate,0.03957087530137481,0.12044116634955242,Exercise,0.3285494196106468,tumor
12,13,a-ketoglutarate,0.045781698004378354,0.11075127173367383,Sedentary,0.4133740162773993,tumor
13,14,a-ketoglutarate,0.033166694330610036,0.09901828859596734,Exercise,0.33495523706678965,tumor
14,15,a-ketoglutarate,0.03725485514583109,0.09203006205264677,Sedentary,0.4048118007843899,tumor
15,1,aspartate,0.01698715727426322,0.10346535695772785,Exercise,0.16418207769005763,tumor
16,2,aspartate,0.009808552142654678,0.07938803593591716,Sedentary,0.12355201923086045,tumor
17,3,aspartate,0.0055378193136289685,0.1294206661597859,Exercise,0.0427892969333958,tumor
18,4,aspartate,0.008142625652750032,0.07726959114141162,Exercise,0.10537943235454884,tumor
19,5,aspartate,0.01694608015616736,0.06733278000347986,Sedentary,0.25167652598469215,tumor
20,6,aspartate,0.0057330692548973935,0.07230068379896054,Exercise,0.079294813737015,tumor
21,7,aspartate,0.018437162851952033,0.10979942568510855,Sedentary,0.16791675126632796,tumor
22,8,aspartate,0.008812451537016463,0.06888971763403963,Exercise,0.1279211446885373,tumor
23,9,aspartate,0.004076042596140455,0.07486253314563235,Sedentary,0.054447030107987474,tumor
24,10,aspartate,0.003814847122863109,0.06796373840095314,Exercise,0.05613062513361697,tumor
25,11,aspartate,0.010232927055863884,0.09491749002750353,Sedentary,0.1078086562644963,tumor
26,12,aspartate,0.01671513670556619,0.12044116634955242,Exercise,0.13878258748387076,tumor
27,13,aspartate,0.017131543892592305,0.11075127173367383,Sedentary,0.15468485033552418,tumor
28,14,aspartate,0.006312923907806703,0.09901828859596734,Exercise,0.06375513046449285,tumor
29,15,aspartate,0.016240942397016504,0.09203006205264677,Sedentary,0.17647431757381302,tumor
30,1,malate,0.01362566408397278,0.10346535695772785,Exercise,0.13169300802334954,tumor
31,2,malate,0.011200895701996602,0.07938803593591716,Sedentary,0.14109047503125133,tumor
32,3,malate,0.014200555421792181,0.1294206661597859,Exercise,0.10972401737030028,tumor
33,4,malate,0.011071255482313243,0.07726959114141162,Exercise,0.14328088603512423,tumor
34,5,malate,0.014174887361151398,0.06733278000347986,Sedentary,0.21051985912981488,tumor
35,6,malate,0.0076055356294042545,0.07230068379896054,Exercise,0.10519313552486205,tumor
36,7,malate,0.020506449669033262,0.10979942568510855,Sedentary,0.18676281356737945,tumor
37,8,malate,0.009487109275688802,0.06888971763403963,Exercise,0.13771444566062574,tumor
38,9,malate,0.007677765516071166,0.07486253314563235,Sedentary,0.10255818489517816,tumor
39,10,malate,0.007485557834243085,0.06796373840095314,Exercise,0.11014046623041715,tumor
40,11,malate,0.012609208369033731,0.09491749002750353,Sedentary,0.1328438875214679,tumor
41,12,malate,0.015720825684736886,0.12044116634955242,Exercise,0.13052701299081457,tumor
42,13,malate,0.018134437798225975,0.11075127173367383,Sedentary,0.1637402217992971,tumor
43,14,malate,0.007791911424465199,0.09901828859596734,Exercise,0.07869163903911924,tumor
44,15,malate,0.020792446663183018,0.09203006205264677,Sedentary,0.22593102948565305,tumor
45,1,proline,0.0037343196948357213,0.10346535695772785,Exercise,0.036092464228016215,tumor
46,2,proline,0.0019500547261168718,0.07938803593591716,Sedentary,0.024563584463671278,tumor
47,3,proline,0.0025622543634583484,0.1294206661597859,Exercise,0.019797876486703652,tumor
48,4,proline,0.002589578307031604,0.07726959114141162,Exercise,0.03351355001079789,tumor
49,5,proline,0.0029276356947169043,0.06733278000347986,Sedentary,0.04348009534977762,tumor
50,6,proline,0.0016243837809977602,0.07230068379896054,Exercise,0.022467059724006564,tumor
51,7,proline,0.002317199853484311,0.10979942568510855,Sedentary,0.0211039341875044,tumor
52,8,proline,0.0026456721297865395,0.06888971763403963,Exercise,0.03840445600083671,tumor
53,9,proline,0.0020489370739388934,0.07486253314563235,Sedentary,0.027369325987848078,tumor
54,10,proline,0.0015396314103772433,0.06796373840095314,Exercise,0.022653718682956545,tumor
55,11,proline,0.00281712007291041,0.09491749002750353,Sedentary,0.029679673072835304,tumor
56,12,proline,0.0035792870861428593,0.12044116634955242,Exercise,0.02971813703426628,tumor
57,13,proline,0.008973639054939597,0.11075127173367383,Sedentary,0.08102515586925915,tumor
58,14,proline,0.0014299065784993939,0.09901828859596734,Exercise,0.014440833090278524,tumor
59,15,proline,0.003916847252019898,0.09203006205264677,Sedentary,0.04256051951566896,tumor
60,1,succinate,0.02220856519950777,0.10346535695772785,Exercise,0.2146473549458818,tumor
61,2,succinate,0.016070955522047983,0.07938803593591716,Sedentary,0.20243548454858643,tumor
62,3,succinate,0.017801569969168936,0.1294206661597859,Exercise,0.13754812502039424,tumor
63,4,succinate,0.019058124612648785,0.07726959114141162,Exercise,0.24664456393680637,tumor
64,5,succinate,0.020536406493225245,0.06733278000347986,Sedentary,0.3049986424467234,tumor
65,6,succinate,0.008220668760183417,0.07230068379896054,Exercise,0.1137011204906696,tumor
66,7,succinate,0.021599541637738574,0.10979942568510855,Sedentary,0.19671816590082578,tumor
67,8,succinate,0.013002191996331902,0.06888971763403963,Exercise,0.18873922615567942,tumor
68,9,succinate,0.011384232828720846,0.07486253314563235,Sedentary,0.15206849608701797,tumor
69,10,succinate,0.013546511517825561,0.06796373840095314,Exercise,0.19931969365645696,tumor
70,11,succinate,0.016652172521250626,0.09491749002750353,Sedentary,0.17543839935532904,tumor
71,12,succinate,0.019899109967230738,0.12044116634955242,Exercise,0.16521850933822915,tumor
72,13,succinate,0.030764221450645158,0.11075127173367383,Sedentary,0.27777759089416687,tumor
73,14,succinate,0.011667609203297402,0.09901828859596734,Exercise,0.117832870762953,tumor
74,15,succinate,0.019686075228643806,0.09203006205264677,Sedentary,0.2139091812997168,tumor
